,id,title,description,ingredients,year,week,week_day,keywords,tags
10,4e92723d-a497-d68f-cd23-e031c4709238,Enkel lys lapskaus,"Lapskaus er god, tradisjonsrik høstmat. Sesongens norske rotgrønnsaker kokes møre i kraft fra salt svinekjøtt. Retten tar litt tid, men krever lite arbeid. God søndagsmiddag som kan mette mange.","lettsaltet svineknoke, gulrøtter, kålrabi, løk, liten sellerirot, purre, poteter, pepper",,,,"['høst', 'svin', 'hovedrett', 'tradisjonsmat', 'middagstips', 'helgemat', 'søndagsmiddag']","['Høst', 'Svin', 'Hovedrett', 'Tradisjonsmat', 'Middagstips', 'Helgemat', 'Søndagsmiddag', 'Gryterett', 'Rotgrønnsaker']"
11,30412f4c-67c3-4790-9111-0f7c090d303a,Enkel grønnsakssuppe,"Oppskrift på en enkel og næringsrik grønnsakssuppe uten kjøtt med løk, blomkål, brokkoli, poteter og gulrøtter. Vi bruker også grønnsakkraft fra Jacobs Utvalgte for ekstra god smak på denne vegetarsuppen. En varmende middag som passer perfekt å servere familien i en travel hverdag.","løk, rødløk, blomkål, brokkoli, små kokefaste poteter, gulrøtter, olivenolje, grønnsakskraft, laurbærblad, hvitløksfedd, salt, pepper",,,,[''],[]
12,7363bc08-0bc2-4bf9-a594-903bc0a42328,Middagssalat med kikerter og feta,"Oppskrift på mettende og veldig godt salat til middag. Salaten er basert på en gresk salat, men vi har i tillegg tilsatt kikerter, avokado, masse frisk persille og en klassisk vinaigrette med dijonsennep og honning. Retten er vegetar, og kan også serveres som tilbehør til laks, kylling eller grillmat.","agurk, rødløk, gode tomater, avokado, fetaost, kalmata oliven, kikerter, frisk persille, valnøtter, Dijon sennep, blank eddik, extra virgin olivenolje, honning",,,,[''],[]
13,11920358-0c20-4c2c-b9ed-8595b4a84e9d,Enkel middelhavspasta med oliven,"Oppskrift på pastasalat med smaker fra middelhavet. Soltørkede tomater, artisjokk, oliven og ruccola gir masse god smak, og blandes raskt inn i varm pasta. Du kan gjerne også ha nygrillet kylling i denne retten. Server gjerne med focaccia.","pasta, soltørkede tomater, artisjokkhjerter, oliven uten sten, ruccola, salt, pepper",,,,[''],[]
14,a2dbe56f-a393-3c7e-133a-d4b7ed4af0a7,Tortellini med kylling og pesto,"Pasta med kylling, grønn pesto og parmesan utgjør en knallgod hverdagsmiddag på under 20 minutter. Del gjerne kyllingfilet på langs for kortere steketid, eller bruk strimlet kylling. Alle varianter av pastaputer kan brukes, som tortelloni eller ravioli.","tortellini, pesto, kyllingfilet, parmesan, revet, ristede pinjekjerner",,,,"['hovedrett', 'lunsj', 'pasta', 'tortellini', 'kylling', 'rask', 'kyllingfilet', 'nye gode vaner', 'barnevennlig', 'middagstips']","['Hovedrett', 'Lunsj', 'Pasta', 'Tortellini', 'Kylling', 'Rask', 'Kyllingfilet', 'Nye gode vaner', 'Barnevennlig', 'Middagstips']"
15,42793a74-aa97-4ac9-b4ce-39396be912f2,Grønnsakssuppe med pølse,Oppskrift på varmende grønnsakssuppe med pølse. Bruk høstens gode grønnsaker sammen med kjøttpølse i biter og buljong. Denne suppen med rotgrønnsaker er veldig enkel å lage og god på smak. Server gjerne med nystekte rundstykker.,"gulrøtter, kålrot, mellomstore poteter, persillerot, purre, kål, kjøtt- eller grønnsaksbuljong, kjøttpølser, blader grønnkål, salt, kvernet pepper, revet pepperrot",,,,"['suppe', 'hverdagsmeny', 'middagstips', 'søndagsmiddag', 'tradisjonsmat', 'barnevennlig', 'gjester', 'rask', 'restemat', 'hverdag', 'lunsj', 'kveldsmat', 'hovedrett', 'småretter', 'grønnsaker', 'rotgrønnsaker', 'gulrot', 'pølser']","['Suppe', 'HverdagsMENY', 'Middagstips', 'Søndagsmiddag', 'Tradisjonsmat', 'Barnevennlig', 'Gjester', 'Rask', 'Restemat', 'Hverdag', 'Lunsj', 'Kveldsmat', 'Hovedrett', 'Småretter', 'Grønnsaker', 'Rotgrønnsaker', 'Gulrot', 'Pølser']"
16,a220a04a-c211-461d-bad8-d73ed2d29ea3,Baked feta pasta,"Oppskrift på TikTok trenden ""Baked feta pasta"", en enkel pasta med saus av ovnsbakt fetaost og tomater. Retten er enkel med få ingredienser og mye smak.  Fetaost, tomater, olivenolje og urter ovnsbakes, og  blandes så med kokt pasta.","små, søte tomater, fetaost, hvitløk, olivenolje, salt, malt sort pepper, tørket oregano, revet sitronskall, frisk basilikum, av din favorittpasta",,,,[''],[]
17,cbf082fa-38b1-4395-b3a7-0a0546333861,Blomkålsuppe med kikerter og grønnkål,"Oppskrift på blomkålsuppe uten hvetemel, med sprøstekt bacon, kikerter og grønnkål. Hjemmelaget blomkålsuppe er enkel og rask hverdagsmat. Servert med krutonger eller godt brød til, blir dette en veldig mettende hverdagsmiddag.","blomkål, fløte, melk, salt, tørrsaltet bacon, kikerter, grønnkål, smør, pepper",,,,[''],[]
18,679d2f28-3385-4a53-b0ab-31c8b5b5af1d,Asiatisk salat med nudler og mango,"Oppskrift på nudelsalat med sprø grønnsaker, søt mango og knasende peanøtter. Du kan velge om du vil servere den vegetar, eller tilsette nygrillet kylling. Vi topper den med en hjemmelaget asiatisk dressing av ingefær, chili og lime.","nudler, hjertesalat, vårløk, gulrøtter, rød paprika, mango, peanøtter, frisk koriander, frisk mynte, rød chili, hvitløk, frisk ingefær, sukker, lime, vann",,,,[''],"['Grønnsaker', 'Salater', 'Salat', 'Asiatisk', 'Middagstips', 'Frukt', 'Mango']"
19,5c925d29-28c8-493c-85af-500b25bd4ae5,Hjemmelaget lasagne,"Oppskrift på klassisk italiensk lasagne med kjøttdeig, løk, gulrøtter, ostesaus og rikelig med smeltet ost på toppen. Server gjerne med en grønn salat til. Se også film for steg-for-steg hjelp til perfekt lasagne. Oppskriften passer til liten langpanne.","lasagneplater, revet ost, kjøttdeig, hermetiske tomater, gulrøtter, løk, hvitløksfedd, rapsolje, salt, pepper, helmelk, revet ost, hvetemel, smør, salt, pepper",,,,"['hovedrett', 'ost', 'middagstips', 'barnevennlig', 'hverdag', 'lasagne', 'kjøttdeig', 'karbonadedeig']","['Hovedrett', 'Ost', 'Middagstips', 'Barnevennlig', 'Hverdag', 'Lasagne', 'Kjøttdeig', 'Karbonadedeig']"
20,91547c73-1c0a-4ebf-9e15-68e8cdcb1031,Pitabrød med reinsdyrkjøtt,"Reinsdyrkjøtt serveres ofte som et festmåltid, men kan også lages som enklere hverdagsmat. I pita kan du ha enten mørbrad eller reinsdyrskav, sammen med hjemmelaget hvitløksdressing og friske grønnsaker.","mørbrad av reinsdyr, salt, pepper, olje, pitabrød, lettrømme, hvitløksfedd, sukker, salt, olivenolje, hvitvinseddik, sitronsaft, frisk gressløk, rødløk, vårløk, gul paprika, salat etter ønske",,,,"['grønnsaker', 'salat', 'hovedrett', 'middagstips', 'hverdag', 'rask', 'barnevennlig', 'vilt', 'reinsdyr']","['Grønnsaker', 'Salat', 'Hovedrett', 'Middagstips', 'Hverdag', 'Rask', 'Barnevennlig', 'Vilt', 'Reinsdyr']"
21,1dd265fa-d7d0-408f-9ab3-bcf42d66211d,Blomkålsalat med syrlig dressing,"Oppskrift på en skikkelig digg salat fra [MENYs egen vegetarentusiast, Hanne-Lene](/tema/vegetar/hanne-lene). Med smaksrik, krydret blomkål, sprø kikerter og hjemmelaget dressing er dette et godt alternativ  til den klassiske Cæsarsalaten. Hanne-Lene kaller den Kleopatrasalat.","kikerter, olje, salt, olivenolje, kyllingkrydder, røkt paprikapulver, kajennepepper, blomkål, salat, granateple, hvitløk, salt, sitron, sennep, lønnesirup, pepper, usøtet soyamelk, kapers, Chiliflakes, Friske spirer",,,,[''],[]
22,42aaa6ff-eaf8-4c1b-8925-55e245a56678,Steinsopprisotto,"Oppskrift på risotto med god kraft, tørket steinsopp og parmesan. En italiensk favoritt som er like god alene som tilbehør til kylling eller biff. Du kan også bruke annen tørket eller fersk sopp.","tørket steinsopp, olivenolje, gul løk, frisk timian, risottoris, hvitvin, kraft av kylling, smør, parmesan, salt, pepper, sitron",,,,[''],[]
23,535dc28a-cf75-9316-2273-38b706ee703a,Fajitas med biffstrimler og bakt løksalat,"Oppskrift på kjempegode fajitas med biffstrimler, guacamole og ovnsbakt løksalat. Bruk skiver av en god biff, eller kylling.","mais- eller hvetetortilla, biffstrimler, fajitas krydder, salsa, paprika, revet ost, salat, guacamole, løk, extra virgin olivenolje, frisk persille, avokado, lime, salt",,,,"['middagstips', 'helgemat', 'biff', 'entrecote', 'taco', 'kjøtt', 'storfe', 'løk', 'barnevennlig', 'mørbrad']","['Middagstips', 'Helgemat', 'Biff', 'Entrecote', 'Taco', 'Kjøtt', 'Storfe', 'Løk', 'Barnevennlig', 'Mørbrad']"
24,67902641-b348-45f2-b8dd-bee9a3070c9e,Klassisk pasta carbonara,"Oppskrift på spaghetti carbonara, en velkjent italiensk klassiker. Sausen består av egg, parmesan, kokevann fra pastaen, pepper og stekt bacon. I Italia brukes ofte ""guanciale"", som ligner på bacon, og pecorino. Se steg for steg i video.","egg, parmesan, grovkvernet sort pepper, bacon, litt salt, tørr spaghetti, av kokevannet",,,,[''],[]
25,a3034c6b-f208-4264-5f10-7efc92d7fe3f,Fisk og skalldyrsuppe med safran,"Varmende suppe med mye god smak. Velg helst fiskeslag som er faste i kjøttet, slik som laks, sei, skrei eller torsk. Server gjerne med grovt brød.","sjalottløk, hvitløk, sellerirot, fennikel, olivenolje, safran, fiskebuljong, hvitvin, vann, hele tomater, laurbærblad, kajennepeppper, sukker, salt, fiskefilet, blåskjell, frisk dill",,,,"['fisk', 'skalldyr', 'suppe', 'sei', 'laks', 'skrei', 'torsk', 'vinter']","['Fisk', 'Skalldyr', 'Suppe', 'Sei', 'Laks', 'Skrei', 'Torsk', 'Vinter']"
26,d19c09f5-8fd7-733e-c920-4d2577b40f49,Biffsalat à la Thailand,"En skikkelig sprø, saftig og frisk salat med rå grønnsaker og skiver av biffkjøtt. Mye av hemmeligheten ligger i den magiske dressingen. Her kan du velge å bruke mørbrad, entrecôte eller ytrefilet av storfe.","mørt biffkjøtt, gulrot, agurk, rødløk, babyspinat, mynte, koriander, sprøstekt løk, salt, pepper, olje, revet ingefær, hvitløksfedd, rød chili, fish sauce, brunt sukker, saft av lime, koriander",,,,"['biff', 'sunnere', 'rask', 'middagstips', 'indrefilet', 'ytrefilet', 'mørbrad', 'salater']","['Biff', 'Sunnere', 'Rask', 'Middagstips', 'Indrefilet', 'Ytrefilet', 'Mørbrad', 'Salater']"
27,668b4176-2f5f-46c1-b007-0444a4c9ebc9,Pasta med kyllingkjøttdeig,Pasta med kyllingkjøttdeig er en familiefavoritt! Denne oppskriften med fersk tagliatelle og ferdig tomatsaus med grønnsaker er ekstra enkel å lage. Revet parmesan på toppen gir det lille ekstra.,"kyllingkjøttdeig, rapsolje, MENY tomatsaus med grønnsaker, tagliatelle fullkorn, Grana Padano parmesan, basilikum",,,,"['hovedrett', 'middagstips', 'hverdag', 'barnevennlig', 'pasta', 'tagliatelle', 'spaghetti', 'kjøttdeig', 'rask', 'middag under 20 minutter', 'ukensmiddag']","['Hovedrett', 'Middagstips', 'Hverdag', 'Barnevennlig', 'Pasta', 'Tagliatelle', 'Spaghetti', 'Kjøttdeig', 'Rask', 'Middag under 20 minutter', 'UkensMiddag', 'Barnehagemat']"
28,67c94edb-ea9b-3875-b4dd-d4398450f3dc,Hjemmelaget kebab i pita,"Lyst på kebab? Den blir aller best hjemmelaget! Enkel og god oppskrift på krydret lammekebab med hvitløksdressing, rødløk, tomat og agurk i pitabrød. Bruk gjerne rester fra påskens lammestek.","lammekjøtt, løk, hvitløksfedd, olje til steking, spisskummin, chiliflakes eller frisk finhakket chili, salt, pepper, agurk, tomater, hvitløk, pitabrød, sitron, saften av, matyoghurt, hvitløksfedd",,,,"['grønnsaker', 'helgemat', 'lunsj', 'kveldsmat', 'hovedrett', 'middagstips', 'restemat', 'hverdag', 'rask', 'streetfood', 'asiatisk', 'lam', 'lammestek', 'kjøttdeig']","['Grønnsaker', 'Helgemat', 'Lunsj', 'Kveldsmat', 'Hovedrett', 'Middagstips', 'Restemat', 'Hverdag', 'Rask', 'Streetfood', 'Asiatisk', 'Lam', 'Lammestek', 'Kjøttdeig']"
29,db20735a-c116-4f5a-9bb8-565089600264,Cobb salat,"Oppskrift på klassisk Cobb salad, en velkjent, amerikansk kyllingsalat med cherrytomater, blåmuggost og bacon, toppet med vinaigrette dressing. Enkel oppskrift som går fort å lage, med veldig gode smaker!","kyllingfilet, salt, pepper, bacon, hjertesalat, avokado, cherrytomater, blåmuggost, egg, gressløk, rødvinseddik, dijon sennep, olivenolje",,,,[''],[]
30,d474efc1-a29d-3b9b-1b69-2592780b0807,Røkte kjøttpølser med smørdampede rotgrønnsaker,Oppskrift på pølser med rotgrønnsaker. Superrask og enkel pølserett som alle liker! Perfekt som middag i høst.,"kjøttpølser uten skinn, poteter, gulrøtter, smør, salt, kålrot, pepper",,,,[''],"['HverdagsMENY', 'Rask', 'Middagstips', 'Barnevennlig', 'Pølser', 'Svin']"
31,3b9bb186-aedc-8ef3-042d-a4f193bd1eca,Gratinert krabbeskjell,"Klassisk oppskrift på ostegratinerte krabbeskjell. Her har vi blandet krabbekjøttet med chili, rødløk, dill og creme fraiche som gir ekstra god smak når krabben gratineres. En enkel oppskrift som passer fint til forrett eller middag servert med godt brød, en skvis sitron og grønn salat ved siden av.","fylte krabbeskjell, rød chili, lime, dill, creme fraiche, salt, pepper, revet ost",,,,"['rask', 'middagstips', 'sjømat', 'skalldyr', 'krabbe', 'lunsj', 'forrett', 'høst']","['Rask', 'Middagstips', 'Sjømat', 'Skalldyr', 'Krabbe', 'Lunsj', 'Forrett', 'Høst']"
32,834dfadb-8cb7-46d8-9c40-e8e7536aa81f,Verdens beste lapskaus,Hjemmelaget lapskaus er tradisjonell høstmat og veldig godt. Det er også en rett du gjerne kan lage til mange. Denne oppskriften er på brun lapskaus med storfekjøtt og høstens beste rotgrønnsaker. Se steg for steg i video.,"storfekjøtt, smør, oksekraft, gulrøtter, løk, persillerot, sellerirot, purre, poteter, salt, kvernet pepper, frisk persille, flatbrød",,,,"['tradisjonsmat', 'gryterett', 'storfe', 'hovedrett', 'helgemat', 'søndagsmiddag']","['Tradisjonsmat', 'Gryterett', 'Storfe', 'Hovedrett', 'Helgemat', 'Søndagsmiddag']"
33,5466fa08-ec79-d18f-4894-c5a47dd8aaf7,Pasta Bolognese,"Med litt ekstra god tid på kokeplaten blir selv kvernet kjøtt enda litt mørere. Her er en bolognese med gode, modne smaker, akkurat som mange italienske bestemødre har laget den i generasjoner. Bruk gjerne Angus kjøttdeig for ekstra god smak.","kjøttdeig, svinekjøttdeig, tørrsaltet bacon, løk, gulrot, sellerirot, olivenolje, hvitløksfedd, laurbærblader, tørr hvitvin, gode hermetiske tomater, god tomatpuré, vann, frisk oregano, frisk salvie, salt, pepper, litt muskat, pasta",,,,"['hovedrett', 'barnevennlig', 'hverdag', 'middagstips', 'pasta', 'kjøttdeig']","['Hovedrett', 'Barnevennlig', 'Hverdag', 'Middagstips', 'Pasta', 'Kjøttdeig']"
34,fcfdecea-88a7-4841-b8c5-b5b3264bad36,Pasta med pesto og ricotta,"Oppskrift på pasta med masse smak. Denne pastaretten lager du enkelt på under 20 minutter. God, grønn pesto, babyspinat og myk ricotta, toppet med granateplekjerner. Bruk gjerne hjemmelaget pesto. Du kan velge om du vil blande inn pesto og ricotta mens pastaen er varm, eller om du vil lage en kald pastasalat.","pasta, pesto, babyspinat, ricotta, granateple",,,,[''],"['Pasta', 'Middagstips', 'Vegetar', 'Ost', 'Lunsj']"
35,c0f7f17f-977d-4d9d-8eaf-c92720ce5379,Kremet sellerirotsuppe med hasselnøttsmør,"Oppskrift på fløyelsmyk sellerirotsuppe med eple, en nydelig rett å servere om høsten, når både rotgrønnsaker og epler er i sesong. Enkel vegetar suppe toppet med hasselnøttsmør, fetaost og dill, som lages i en fei! Server som smaksrik forrett, eller som hovedrett med godt brød til.","sellerirot, eple, olivenolje, rømme, vann, hvite bønner, grønnsaksbuljongterninger, salt, pepper, smør, hasselnøtter, epler, agurk, sitron, fetaost, frisk dill",,,,[''],[]
36,01d041e0-33e3-46e4-a705-db30e93afd40,Lammeboller i tomatsaus,"Lammekjøttboller i tomatsaus er et veldig godt middagstips som passer like godt på en hektisk hverdag som når du vil spise noe godt i helgen. Med MENYs ferdige kjøttboller av lam lager denne middagen nesten seg selv. Server med pasta, couscous eller potetmos.","MENY lammeboller, løk, hermetiske tomater, hvitløk, tomatpuré, cayennepepper, rapsolje, rapsolje, basilikum, salt, pepper",,,,"['hovedrett', 'høst', 'middagstips', 'hverdag', 'rask']","['Hovedrett', 'Høst', 'Middagstips', 'Hverdag', 'Rask']"
37,c8da9949-490b-4fd1-aad5-2c38dabb5c83,Pasta a la vodka,"Penne alla Vodka er pasta i tomatisert fløtesaus med deilig smak av hvitløk og et hint av chili. Den er enkel og rask å lage, og elsket av kjendiser som Gigi Hadid. Denne oppskriften er uten vodka. Server som pasta vegetar eller tilsett strimlet kylling.","olivenolje, stor gul løk, hvitløksfedd, tomatpuré, fløte, salt, pepper, chiliflak, hvitløkspulver, røkt paprikakrydder, smør, revet parmesan,, pastavann,, penne pasta, salt",,,,[''],[]
38,dfe7a56a-1801-47c2-ac99-7fd125322851,Pizza di Parma,"Oppskrift på pizza di parma. En italiensk klassiker med tomatsaus, parmaskinke, fast mozzarella og Bufar Valdres, toppet med frisk ruccola. Til denne oppskriften trenger du en ferdig hevet grunndeig til pizza. Se oppskrift nedenfor.","grunndeig pizza,, Caputo Durum semola, Mutti pizzasaus, fast mozzarella, Tanzi parma, bufar valdres, ruccola",,,,[''],[]
39,8eec9709-54b7-6796-0bd4-f0904c7534d3,Gratinert nachos med kjøttdeig,"Enkel og god oppskrift på tex-mex nachos med smeltet ost. Her får du den gode smaken av taco, men på en litt annen måte. Du kan bruke pulled pork eller kylling i stedet for kjøttdeig. Kidneybønner er også godt istedenfor, eller sammen med kjøtt.","kjøttdeig, rapsolje, tacokrydder, nachochips, revet cheddar, syltet jalapeno, vårløk, rømme, tacosaus",,,,"['kjøttdeig', 'taco', 'hovedrett']","['Kjøttdeig', 'Taco', 'Hovedrett', 'Tex-Mex', 'Helgemat']"
40,b4911a30-c7c8-98a4-0092-0be3ec0d864b,Biff stroganoff,"En kjent klassiker som aldri går av moten og kommer i mange utgaver. Her er vår favorittoppskrift! Denne skal tilberedes raskt, så du bør bruke en mør biff. Biff stroganoff smaker fantastisk med tilbehør som hjemmelaget potetmos ved siden av!","biffkjøtt, løk, smør, frisk champignon, tomatpuré, dijonsennep, rødvin, storfekraft, crème fraîche, salt, pepper, potet, melk, smør, friske urter, salt, pepper, revet muskat",,,,"['gjester', 'høst', 'middagstips', 'biff', 'indrefilet', 'mørbrad', 'tradisjonsmat', 'helgemat', 'hovedrett', 'storfe', 'gryterett', 'hjemmelaget', 'kjøtt', 'søndagsmiddag']","['Gjester', 'Høst', 'Middagstips', 'Biff', 'Indrefilet', 'Mørbrad', 'Tradisjonsmat', 'Helgemat', 'Hovedrett', 'Storfe', 'Gryterett', 'Hjemmelaget', 'Kjøtt', 'Søndagsmiddag']"
41,35eb75c3-6dd8-ea0b-2548-0d884c8fc19b,Grov fiskeburger med avokado,"Grov fiskeburger med fiskekake av torsk og hyse, wasabi, ingefær og chili, server med avokado og gode burgerbrød. Enkel, god og litt sunnere middag. Andre grove fiskekaker kan også brukes.","grov fiskeburger, lyst burgerbrød, avokado, agurk, wasabi, majones, salat, frisk koriander, liten",,,,"['sunnere', 'tipssunnere', 'fisk', 'sjømat', 'nye gode vaner', 'hovedrett', 'burger', 'rask']","['Sunnere', 'TipsSunnere', 'Fisk', 'Sjømat', 'Nye gode vaner', 'Hovedrett', 'Burger', 'Rask']"
42,ab1e9cbe-46ee-4276-adc6-66ca4c3e1d5b,Klassisk kjøttsuppe,"Enkel oppskrift på varmende suppe med oksekjøtt og høstens rotgrønnsaker. Klassisk tradisjonsmat, perfekt på en kald høst- eller vinterkveld. Varier gjerne kjøtt og grønnsaker etter sesong eller det du har tilgjengelig.","oksebog, pepperkorn, laurbærblader, gulrøtter, kålrot, purre, løk, sellerirot, poteter, bladpersille, salt, flatbrød, smør",,,,"['storfe', 'bog', 'hovedrett', 'høst', 'middagstips', 'tradisjonsmat', 'helgemat', 'høyrygg', 'suppe']","['Storfe', 'Bog', 'Hovedrett', 'Høst', 'Middagstips', 'Tradisjonsmat', 'Helgemat', 'Høyrygg', 'Suppe']"
43,ea339dd4-290c-4bb0-80eb-9ff7777bc2a3,Kremet pasta med kylling og bacon,"Fersk fullkorn tagliatelle med strimlet kylling, en god, kremet pastasaus med bacon, toppet med cherrytomater. Sausen inneholder også erter som gir god smak. Enkel, rask og god hverdagsmiddag for hele familien på under 20 minutter.","kylling, rapsolje, MENY kremet pastasaus med bacon, fersk tagliatelle fullkorn, små tomater, olivenolje, salt, pepper, basilikum",,,,"['grønnsaker', 'erter', 'tomat', 'hovedrett', 'middagstips', 'hverdag', 'rask', 'barnevennlig', 'pasta', 'tagliatelle', 'spaghetti', 'middag under 20 minutter']","['Grønnsaker', 'Erter', 'Tomat', 'Hovedrett', 'Middagstips', 'Hverdag', 'Rask', 'Barnevennlig', 'Pasta', 'Tagliatelle', 'Spaghetti', 'Middag under 20 minutter']"
