year,week,week_day,recipe_id,description,title,url
2023,39,Onsdag,817a900e-3388-47c4-acf8-b38b6a881a0a,"Oppskrift på enkel kjøttform med kjøttdeig, potetmos, tomatsaus og revet ost på toppen. Her bruker vi MENY sin egen tomatsaus med grønnsaker. Populær og rask familiemiddag på under 20 minutter.",Gratinert kjøttform,/oppskrifter/kjottdeig/gratinert-kjottform/
2023,39,Torsdag,0403bedd-5518-79cf-a197-cbe7992106a6,"Klassisk og god oppskrift på fårikål. Retten er enkel å lage, men kjøttet skal trekke i ca. 2,5 time. Du kan gjerne lage fårikål dagen i forveien. Fårikål regnes av mange som Norges nasjonalrett og et av høstens gastronomiske høydepunkter. Som alternativ til fårikålkjøtt av lam, kan du bruke sauekjøtt. Se video for steg for steg.",Tradisjonell fårikål,/oppskrifter/Lam/Farikal/
2023,39,Fredag,20b80ce9-0b0e-4064-ac92-db17fac957af,"Enkel oppskrift på pannestekt laks, servert med stekt kål, sukkererter, og smaksrik hvit saus med friske urter. Perfekt når du vil ha litt sunnere middag med mye smak, som går raskt å lage. Server gjerne med ovnsbakte poteter.",Stekt laks med spisskål og grønnkål,/oppskrifter/Fisk/Laks/stekt-laks-med-spisskal-og-gronnkal/
2023,39,Lørdag,d63566fa-4c71-45cf-9d93-cd197c93de25,"Oppskrift på klassisk napolitansk pizza med hvit saus, chorizo, rødløk og oliven. Dette er en pizza med masse smak som går fort å lage i pizzaovnen. Til denne oppskriften trenger du <a href='/oppskrifter/pizza/enkel-italiensk-pizzadeig/'>ferdig hevet grunndeig til pizza</a>.","Hvit pizza med chorizo, rødløk og oliven",/oppskrifter/pizza/hvit-pizza-med-chorizo/
2023,39,Søndag,fa101a91-fecc-43e6-a69a-c581dd5bebf7,"Oppskrift på vegetarisk, varmende høstgryte med norske grønnsaker i sesong, som sopp, løk, gulrøtter og poteter fra <a href='/tema/vegetar/hanne-lene'>MENYs vegetarentusiast, Hanne-Lene</a>. En herlig kombinasjon av næringsrike grønnsaker og deilig krydder.",Vegetarisk høstgryte,/oppskrifter/vegetar/hostgryte/
2023,39,Ukens bakst,a63dd913-225e-409a-88dc-8ecd15230457,"Oppskrift på saftig og smakfull eplekake uten gluten som kan lages på en time! Allergivennlig kake som passer til både store og små, som kan serveres i bursdag eller ved andre anledninger. Bruk gjerne epler i sesong. Denne oppskriften passer til en liten langpanne 20 x 30 cm eller en springform på 22 cm.",Glutenfri eplekake,/oppskrifter/allergivennlig/kaker/glutenfri-eplekake/
2023,38,Mandag,b9539e25-1acd-460b-88a8-9966578695f6,"Oppskrift på kremet pasta med avokado. Her har vi laget en slags avokadopesto av myk avokado, parmesan, hvitløk, olivenolje og sitron. En litt sunnere, og kjempegod middag uten kjøtt!",Pasta med avokadokrem,/oppskrifter/Pasta/pasta-med-avokadokrem/
2023,38,Tirsdag,f7a4d4f3-0805-470d-b544-8975028b829c,"Prøv ovnsbakt laks og en herlig hvit kremet saus, servert med ovnsbakte grønnsaker. En enkel og litt sunnere middag som er klar på under 20 minutter. Dette gjør at oppskriften passer perfekt i en hektisk hverdag.",Ovnsbakt laks med kremet saus,/oppskrifter/Fisk/Laks/ovnsbakt-laks-med-kremet-saus/
2023,38,Onsdag,42793a74-aa97-4ac9-b4ce-39396be912f2,Oppskrift på varmende grønnsakssuppe med pølse. Bruk høstens gode grønnsaker sammen med kjøttpølse i biter og buljong. Denne suppen med rotgrønnsaker er veldig enkel å lage og god på smak. Server gjerne med nystekte rundstykker.,Grønnsakssuppe med pølse,/oppskrifter/Suppe/Gronnsakssuppe-med-polse/
2023,38,Torsdag,aab5bbd2-2a55-4c36-8e27-a88411bd627c,"Oppskrift på rask og enkel kjøttdeigpizza i langpanne. Her kan du  bruke enten kjøttdeig eller karbonadedeig, og vi topper den gjerne med søte små tomater. Med ferdig bunn får du en god middag på under 20 minutter.",Enkel pizza med tomat,/oppskrifter/pizza/pizza-med-kjottdeig-og-tomat/
2023,38,Fredag,e22a42db-8758-42c5-ac76-106265e87fe7,"Oppskrift på nydelig taco med gode norske råvarer av reinsdyr, tyttebær, rømme og potetlefser. Vanskelighetsgraden kan varieres ved valg av skank, filet eller skav.",Reinsdyrtaco i potetlefse med tyttebærrømme,/oppskrifter/Vilt/Reinsdyr/Reinsdyrtaco-i-potetlefse-med-tyttebaerromme/
2023,38,Lørdag,23743458-6853-4538-9f0f-acd34a8f0791,"Oppskrift på saltbakt dorade, fylt med urter og sitron. Saltbakt fisk er et ordentlig festmåltid som passer ypperlig til helgen. Mellomstore fisker som dorade egner seg godt til saltbaking, og resultatet blir ekstra smakfullt med tilbehør som middelhavsgrønnsaker og en god saus.",Saltbakt dorade,/oppskrifter/Fisk/saltbakt-dorade/
2023,38,Søndag,ffbf884d-ffb1-0fa2-6b8c-80473335f545,"Oppskrift på saftig og mør oksestek, perfekt til både selskap og søndagsmiddag. Denne retten er ordentlig smakfull høstmat bestående av oksestek, sopp, kål og eple, samt sjysaus. Server gjerne kokte småpoteter eller ovnsbakte poteter til.","Langtidsstekt oksestek med sopp, eple og kål",/oppskrifter/Biff/Langtidsstekt-oksestek-med-sopp-eple-og-kal/
2023,38,Ukens bakst,46a3bc93-bccf-662d-ada5-63d57eb478f0,"Oppskrift på tilslørte bondepiker, en klassiker hvor eplesyltetøy, pisket krem og sprøtt griljermel legges lagvis og serveres som dessert. Denne enkle desserten er både søt, frisk, myk og sprø, og faller i smak hos de aller fleste. Desserten passer også like godt til jul som en deilig og frisk sommerdessert. I denne oppskriften bruker vi også valnøtter.",Tilslørte bondepiker,/oppskrifter/Dessert/Frukt-og-bar/tilslorte-bondepiker/
2023,37,Mandag,79cd66b6-0941-4bbd-8d57-faaa2d9040e1,Prøv en ny vri på spaghettien! I denne oppskriften bytter vi ut pastaen med spagettigresskar. Server en spennende vegetarpasta med tomatsaus. Spagettigresskar inneholder mye kostfiber og vitamin A og lite fett.,Spagettigresskar med tomatsaus,/oppskrifter/Gronnsaker/spagettigresskar-med-tomatsaus/
2023,37,Tirsdag,5f99778e-ed77-4abd-b316-2a18122418b3,"Oppskrift på rask og enkel middag på under 20 minutter! Denne oppskriften er litt sunnere, og en av barnas favoritter med fiskekaker, ovnsbakte poteter, sprø råkost og hvit saus.",Fiskekaker med råkostsalat,/oppskrifter/Fisk/fiskekaker-med-rakostsalat/
2023,37,Onsdag,5f3079bd-9652-4d46-9c66-b2fde96685e3,"Oppskrift på enkel og veldig god vegetarrett med bakte rotgrønnsaker, kikerter, lun ost og nøtter. Du kan også servere høstens rotgrønnsaker som tilbehør til hvit fisk, lam, kylling eller kjøtt. Server gjerne med en enkel rømmedressing.","Ovnsbakte rotgrønnsaker med kikerter, chevre og valnøtter",/oppskrifter/vegetar/ovnsbakte-rotgronnsaker-med-kikerter-chevre-og-valnotter/
2023,37,Torsdag,a476fddb-1fb9-4de5-a23d-cf6492cd020f,"Oppskrift på enkel og kjempegod middag med saftig kylling, fennikel, småpoteter og MENYs egen saus med appelsin. Middagstips med mye god smak, ferdig på under 20 minutter. Del gjerne kyllingfileten i to for ekstra rask middag.",Ovnsbakt kyllingfilet med appelsinsaus,/oppskrifter/Kylling/Kyllingfilet/ovnsbakt-kyllingfilet-med-appelsinsaus/
2023,37,Fredag,12bb00f4-d059-47a4-a9d0-b1693e6ee8e1,"Oppskrift på pepperkrabbe, en asiatisk rett med krabbeklør og hjemmelaget saus basert på blant annet soyasaus, østerssaus, den søte soyasausen ketjap manis, chili, ingefær og en tydelig smak av pepper. Digg og klissete helgemat!",Pepperkrabbe,/oppskrifter/Skalldyr/Krabbe/pepperkrabbe/
2023,37,Lørdag,edd8cce6-96bd-465d-85f1-8dad151984d7,"Oppskrift på pannestekt piggvar med smaksrikt ramsløksmør, ovnsbakte poteter, brokkolini og syrlig granateple. Piggvar er en delikat matfisk med fast konsistens, som passer perfekt til festlige anledninger, eller når du skal kose deg litt ekstra i helgen. Topp gjerne fisken med friske urter.",Piggvar med ramsløksmør,/oppskrifter/Fisk/piggvar-med-ramsloksmor/
2023,37,Søndag,f27ffc43-1a26-c1a8-24b4-9b46b408d448,"Grunnoppskrift på tradisjonell, langtidsstekt lammestek med hvitløk og rosmarin og sjysaus. Vi tar deg gjennom stegene til perfekt og saftig lammestek, samt tips til godt tilbehør. Se video for hvordan tilberede og steke lammestek og lammelår.",Klassisk lammestek med hvitløk og rosmarin,/oppskrifter/Lam/Lammestek/klassisk-lammestek/
2023,37,Ukens bakst,f7ebdce6-8718-d224-687b-bc775dbec509,"Amerikanske brownies er fantastisk godt, med seig konsistens og overdådig smak av sjokolade. Her får du vår aller beste oppskrift, med ekte kokesjokolade, bakekakao og brunt sukker. Og på toppen av det hele, sjokoladebiter! Se stegene i video.",Våre beste brownies,/oppskrifter/kaker/sjokoladekaker/vare-beste-brownies/
2023,36,Mandag,005bfc15-4640-e627-51d4-63c420d1dc6f,"Oppskrift på en varmende og enkel gulrotsuppe med hint av appelsin, chili og ingefær. Denne kremete suppen lages enkelt med rene råvarer og stavmikser. Suppa passer godt som forrett også, med mindre mengde. Se video for steg-for-steg.","Gulrotsuppe med chili, appelsin og ingefær",/oppskrifter/Suppe/Gulrotsuppe-med-chili-appelsin-og-ingefar/
2023,36,Tirsdag,ec5efdd9-b272-40cb-aade-bb6638b10ff6,"Oppskrift på rask fiskegryte inspirert av bacalao. Denne gode gryten blir like god med torsk, skrei eller biter av klippfisk! Og med ferdig tomatsaus, løk og oliven får du en veldig god middag på under 20 minutter.",Enkel bacalao,/oppskrifter/Fisk/Torsk/enkel-bacalao/
2023,36,Onsdag,679d2f28-3385-4a53-b0ab-31c8b5b5af1d,"Oppskrift på nudelsalat med sprø grønnsaker, søt mango og knasende peanøtter. Du kan velge om du vil servere den vegetar, eller tilsette nygrillet kylling. Vi topper den med en hjemmelaget asiatisk dressing av ingefær, chili og lime.",Asiatisk salat med nudler og mango,/oppskrifter/salat/asiatisk-salat-med-nudler-og-mango/
2023,36,Torsdag,9791b021-74db-4f9a-8ce0-eede91c9fd3f,"Enkel oppskrift på kyllingfilet, stekt blomkålris, spinat og tzatziki. Friske bær eller frukt som appelsin er også godt tilbehør. Rask middag som hele familien vil like. Se i video  hvordan du lager blomkålris.",Stekt kylling med blomkålris,/oppskrifter/Kylling/Kyllingfilet/stekt-kylling-med-blomkalris/
2023,36,Fredag,b2587b22-a29b-45e0-b13f-2659c520d123,"Oppskrift på nydelig helgemat av våre beste biff, Angus. Vi har brukt medaljonger av Teres major (også kalt petite tender), en muskel fra undersiden av bogbladet. Den minner om indrefilet i utseende og struktur, og er svært mør og meget delikat. Du kan også bruke både indrefilet til denne oppskriften. Servert med ovnsbakte poteter, rotgrønnsaker og kremet cognacsaus med løk.",Stekt Angus biff med ovnsbakte poteter og cognacsaus,/oppskrifter/Biff/stekt-angus-biff-med-cognacsaus/
2023,36,Lørdag,75bf0212-7d7c-4d63-a68d-e3ac4426b514,"Raclette er ikke så mye en oppskrift, som en rett man kan variere etter smak, men her får du fremgangsmåte og noen gode tips. Hovedrollen i raclette er smeltet ost, og et utvalg strimlet kjøtt, spekemat og grønnsaker er godt til. Dette er sosial mat som gjerne kan deles med gode venner.",Raclette,/oppskrifter/ost/raclette/
2023,36,Søndag,6cfe1199-f1fb-47cf-8106-3f2ff5202853,"Enkel oppskrift på ovnsbakt kveite med hvitløkssmør, mandelflak, fennikel og sellerirotmos. Kveite har en mild og søt smak som egner seg godt med litt sterkere smaker. Server som et godt, litt sunnere helgemåltid.",Kveite med mandler og hvitløkssmør,/oppskrifter/Fisk/Kveite/kveite-med-mandler-og-hvitlokssmor/
2023,36,Ukens bakst,f7caf999-68ae-4c17-b9c4-75372e000a8d,Prøv deilige bakte plommer med ekte vanilje til dessert. Denne gode oppskriften på ovnsbakte plommer krever lite forberedelser og går veldig fort å lage. Karamelliserte plommer passer også hvis man vil unne seg noe ekstra godt til kvelds.,Bakte plommer med vanilje,/oppskrifter/Frukt/bakte-plommer-med-vanilje/
2023,35,Mandag,6587139d-bea2-46f3-be6f-fe0d46271a2b,"Oppskrift på enkel og smakfull sopp pasta med kremfløte, soyasaus, kraft og sopp etter smak. Bruk gjerne høstens kantareller dersom de er i sesong, eller annen selvplukket sopp. Enkel og god vegetarmiddag.",Kremet pasta med sopp,/oppskrifter/Pasta/kremet-pasta-med-sopp/
2023,35,Tirsdag,b667803d-eec8-4e6f-99ee-e90166ff6f9b,"Pokesalat er en spennende og enkel fiskemiddag. Bruk rå lakseloin, råkost og ris, og topp med asiatisk ponzusaus. Retten kan tilpasses etter ønske med for eksempel mango, avokado og granateplekjerner.",Enkel poke med laks,/oppskrifter/Fisk/Laks/enkel-poke-med-laks/
2023,35,Onsdag,7a614bd9-d3bf-4059-b5df-6e9063c101cc,"Oppskrift på litt enklere taco, der alt er blandet som en digg salat. Vi har tacokrydret kjøttdeig eller karbonadedeig, salat, mais, salsa og tortilla chips. Avokado i terninger er også godt, eller guacamole. Middag på under 20 minutter.",Enkel tacosalat,/oppskrifter/Taco/enkel-tacosalat/
2023,35,Torsdag,4e034658-c5f8-2353-b720-3582e71bbf5e,"Oppskrift på enkel, ovnsbakt laks med små perlepoteter, smaksrike tomater og brokkoli i fløtesaus. Denne retten serveres med deilige grønnsaker som tilbehør og kan fint lages i en travel ukedag. Veldig god hverdagsmiddag! Ha gjerne litt sitronsaft over laksen før du serverer den.",Ovnsbakt laksefilet med brokkoli og tomater,/oppskrifter/Fisk/Laks/Ovnsbakt-laksefilet-med-brokkoli-og-tomater/
2023,35,Fredag,2ed8765f-30ad-409c-ab83-ba6a88e45c36,"Oppskrift på napolitansk pizza finocchiona, en italiensk klassiker med tomatsaus og salami, toppet med grønn pesto og god ost. Til denne oppskriften trenger du <a href='/oppskrifter/pizza/enkel-italiensk-pizzadeig/'>ferdig hevet grunndeig til pizza</a>.",Pizza Finocchiona,/oppskrifter/pizza/pizza-finocchiona/
2023,35,Lørdag,758dae13-b6b4-48ac-8c87-f5f2b0780379,"Oppskrift på havreotto, laget av steel cut havegryn fra Den Sorte Havre, kyllingkraft og eplemost, toppet med asparges, spekeskinke fra Tind og god ost. Havreotto er en variant av den mer kjente retten risotto, og i denne oppskriften bruker vi norske Matskatter fra lokale leverandrer for ekstra god smak.",Havreotto med grillet asparges og spekeskinke,/oppskrifter/Gronnsaker/havreotto-med-grillet-asparges-og-spekeskinke/
2023,35,Søndag,98c7ab23-1c7b-5d3c-81cc-cd6300068e36,"Oppskrift på saftig, ovnsbakt kylling med urtesmør, ovnsbakte grønnsaker, poteter og eplesirup. Syrlig sitron, søt sirup, urter og grønnsaker gir kjempegod smak på kyllingen og de gode grønnsakene.",Helstekt kylling med urtesmør og ovnsbakte grønnsaker,/oppskrifter/Kylling/Helstekt-kylling-med-urtesmor-og-ovnsbakte-gronnsaker/
2023,35,Ukens bakst,5346695f-fe89-41f7-81e1-64de90d901c2,"Oppskrift på en litt sunnere og enkel dessert med gresk yoghurt, frisk vannmelon, hakkede pistasjnøtter og honning toppet med frisk mynte. Passer også som et lett og friskt mellommåltid eller tilbehør til grillmat.","Gresk yoghurt med vannmelon, nøtter og honning",/oppskrifter/Frukt/gresk-yoghurt-med-vannmelon/
2023,34,Mandag,216f8a4c-4d06-075f-be36-3f9dc0f5ae8e,"Falafel er populær hurtigmat i Midtøsten. De små ""kjøttbollene"" inneholder ikke kjøtt, men er laget av kikerter. Dette er sunn vegetarmat full av gode smaker. Serverer hjemmelaget falafel i pita med frisk agurksalat og det blir nydelig, mettende og sunt.",Falafel i pitabrød,/oppskrifter/vegetar/Falafel-i-pitabrod/
2023,34,Tirsdag,8910bd5d-ce65-482b-b966-9dbcbee909bf,"Oppskrift med laks, eller ørret, ovnsbakt paprika, løk og squash, servert med gode poteter og grønn pesto. Toppet med frisk appelsin blir dette en veldig god, rask og enkel middag for hele familien på under 20 minutter.",Laksefilet med ovnsbakte grønnsaker,/oppskrifter/Fisk/Laks/laksefilet-med-ovnsbakte-gronnsaker/
2023,34,Onsdag,db34b7a3-ef6d-33fd-5d81-549b8940e89a,"Enkel og rask oppskrift på kyllingsalat med nygrillet kylling, gulrøtter, cherrytomater og god vinaigrette med honning. Kyllingsalat er lett, god og litt sunnere mat. Legg gjerne ingrediensene hver for seg på fat eller i skåler, og la hver enkelt blande sin egen favorittsalat!",Kyllingsalat med honningdressing,/oppskrifter/Kylling/Kyllingsalat-med-honningdressing/
2023,34,Torsdag,4c62f921-fdae-41d9-a230-4369ff1e14c5,"Ukens middag på under 20 minutter! Familievennlig middagsfavoritt med fersk tagliatelle med fullkorn, og ferdig tomatsaus med ekstra grønnsaker. Både kjøttdeig og karbonadedeig kan brukes. Se også video.",Pasta med kjøttsaus,/oppskrifter/Pasta/pasta-med-kjottsaus/
2023,34,Fredag,e2fde9b9-4d27-493f-9266-d03879c4298d,"Oppskrift på verdens beste og enkle quesadilla med kylling, smeltet ost og tacokrydder. Dette er en av barnas favoritter, og et godt alternativ til klassisk taco på fredag. Du kan også bytte ut kyllingfilet med kyllingkjøttdeig. Passer perfekt å lage på fredager eller en travel hverdag.",Quesadillas med kylling,/oppskrifter/Taco/kylling-quesadillas/
2023,34,Lørdag,286f31ba-b8c0-c834-0c74-d65186e0298e,"Oppskrift på enkel, kremet fiskesuppe med laks, asparges og reker. Suppen er glutenfri og laget med ekte fiskekraft, som smaker helt nydelig! Du kan gjerne variere suppen med flere typer fisk i terninger. Server med ferskt brød eller baguette.",Kremet fiskesuppe med laks og reker,/oppskrifter/Suppe/Kremet-fiskesuppe-med-laks-og-reker/
2023,34,Søndag,25d679f1-55d0-472e-88d9-58286f5ecef3,"Oppskrift på kjempegod kjøttfri gryte med smaker fra India. Her får du både røde linser, grønnsakskraft, hvitløk, chili, ingefær og annet som gir denne retten masse smak. Server gjerne med naan brød og kokt ris.",Linsegryte med chili og ingefær,/oppskrifter/vegetar/linsegryte-med-chili-og-ingefar/
2023,34,Ukens bakst,7dec7f34-debe-4992-a525-ec2df3690df5,"Gode og myke polarbrød kan du enkelt bake hjemme! Her får du vår enkle oppskrift på grove og sunne, hjemmebakte polarbrød. Ha dem gjerne med i matpakka, eller server som en god frokost eller lunsj. Oppskriften gir ca. 12 polarbrød.",Hjemmelaget polarbrød,/oppskrifter/bakst/brod/hjemmelaget-polarbrod/
2023,33,Mandag,8335b9b6-014a-ed90-84bc-9e84d86094d9,"Vår beste oppskrift på pannekakerøre til klassiske pannekaker! Pannekakene kan serveres med syltetøy til frokost, med ost og skinke til middag eller med is og sjokolade til dessert - her er det bare fantasien som setter grenser. Oppskriften gir ca. 8-10 pannekaker. Se video med steg.",Pannekaker,/oppskrifter/Pannekaker/Pannekaker/
2023,33,Tirsdag,bc324a42-a0e0-483c-9c70-9c50e3ff391b,"Fiskekaker egner seg godt som burger, og med en god remulade og revet råkost kan du raskt lage en hjemmelaget versjon av coleslaw. Disse litt sunnere burgerne går raskt å lage. La gjerne barna bli med å lage denne enkle middagen! Oppskriften gir 2 fiskeburgere.",Fiskeburger med enkel coleslaw,/oppskrifter/Fisk/fiskeburger-med-enkel-coleslaw/
2023,33,Onsdag,422c93cb-c80c-446a-8649-7c5aca6d4817,"Oppskrift på en rask og enkel wok til middag, med strimlet svin, grønnkål, nudler og en skikkelig god hoi sin saus. Tilsett gjerne flere strimlede grønnsaker etter smak. Se også video.",Wok med svinekjøtt og nudler,/oppskrifter/wok/wok-med-svinekjott-og-nudler/
2023,33,Torsdag,c696bca8-db5b-4c87-a330-3617e85ca893,"Oppskrift på smaksrik kjøttfri lasagne laget med linser, bønner og fyldig tomatsaus. Du kan også tilsette rester av grønnsaker, som for eksempel søtpotet, i terninger. Disse bør da være kokt møre på forhånd. Enkel oppskrift uten kjøtt for hele familien, som også kan lages vegansk.",Vegetarlasagne med linser,/oppskrifter/Pasta/Lasagne/vegetarlasagne-med-linser/
2023,33,Fredag,4f49c02a-9ff8-4653-ab7b-1992fd329ae2,"Oppskrift på klassisk hawaiipizza, en av barnas favoritter, med ost, skinke, ananas og paprika. Bunnen kan du kjøpe ferdig eller lage selv. <a href='/oppskrifter/pizza/rask-italiensk-pizzadeig'>Prøv denne oppskriften på rask og enkel på pizzadeig</a>.",Hawaii pizza med skinke og ananas,/oppskrifter/pizza/hawaii-pizza-med-skinke-og-ananas/
2023,33,Lørdag,ac5b9557-6f0e-46d0-aa25-a21e6f9b5f8d,"Oppskrift på spicy og smakfull asiatisk grønnsakssuppe med nudler og red curry paste. Suppen er vegetar, men om du ønsker kan du tilsette strimlet kylling. Thaisuppe som går raskt å lage, og passer perfekt både til hverdag og helg.",Asiatisk suppe med nudler,/oppskrifter/Suppe/asiatisk-suppe-med-nudler/
2023,33,Søndag,4c5249e1-ddfa-4eed-b85c-5906dbba8cce,"Oppskrift på grovt og næringsrikt brød i langpanne. Hvis det går mye brød til frokost, lunsj og matpakke, kan det lønne seg å bake store porsjoner. Denne oppskriften gir 4 gode grovbrød som du kan steke samtidig. Fire porsjoner tilsvarer fire stk. brød.",Hjemmelaget brød i langpanne,/oppskrifter/bakst/brod/brod-i-langpanne/
2023,32,Mandag,10eecc9e-d3af-48ce-92ee-7452ed997df2,"Oppskrift på fargerik, kjøttfri pizza toppet med revet ost og gode grønnsaker som brokkolini og paprika i flere farger. Du  kan også bruke brokkoli, og andre grønnsaker du liker som tomat, sopp og rødløk. Kjøp bunnen ferdig, eller <a href='/oppskrifter/pizza/enkel-italiensk-pizzadeig/'>se egen oppskrift for italiensk pizzabunn her</a>.",Vegetarpizza med paprika,/oppskrifter/pizza/vegetarpizza-med-paprika/
2023,32,Tirsdag,b4cebb07-2732-4d85-b331-c53f87f390d0,"Oppskrift på rask, god og enkel middag med strimlet kylling. Med utgangspunkt i en ferdig pastasalat kan du raskt supplere med ekstra grønnsaker og stekt kylling. Topp med en god dressing og server gjerne med ferskt brød.",Pastasalat med kylling,/oppskrifter/Pasta/pastasalat-med-kylling/
2023,32,Onsdag,7425e6d7-2826-4a77-9acd-0c217b6cc9fb,"Oppskrift på en god gammel klassisker - panert sei med ovnsbakte poteter og søt, silkemyk gulrotpure. Enkel, litt sunnere og veldig god fiskemiddag for hele familien. Vi bruker panert sei, men her kan du velge den du liker best.",Panert sei med gulrotpuré,/oppskrifter/Fisk/panert-sei-med-gulrotpure/
2023,32,Torsdag,bcaa9ca2-f468-20a5-ffde-b7d7fc0ca114,"Oppskrift på smaksrik fiskegryte, som du lager enkelt og raskt med vår populære fiskesuppe og fiskewok. Server gjerne med fersk baguette eller et grovt rundstykke. Middag for to på under 20 minutter.",Rask fiskegryte,/oppskrifter/Suppe/rask-fiskegryte/
2023,32,Fredag,3c822f4e-8c7b-49e7-a509-51a6b94cb158,"Oppskrift på fristende, gratinert enchilada med saftig kylling, en spicy tomatsaus og masse smeltet ost. Server med gjerne med hjemmelaget guacamole som tilbehør. Denne retten går fort å lage i ovnen og er skikkelig tex-mex kosemat til hverdag og helg. Se video for steg-for-steg.",Enchiladas med kylling,/oppskrifter/Taco/enchiladas-med-kylling/
2023,32,Lørdag,ace3bd42-e067-4315-8f47-4ceec812d662,"Sterke pølser passer perfekt med de litt søte brioche pølsebrødene! Topp dem med ruccola, BBQ-saus og syltet rødløk. Kjempegod grillmat, og enkel middag.",Spicy ostepølse med syltet rødløk,/oppskrifter/Polser/spicy-ostepolse-med-syltet-rodlok/
