id,title,description,ingredients,year,week,week_day
6d0dd194-c1c9-7d6e-8888-12814f2d5f39,Tradisjonell lutefisk,"Oppskrift på [tradisjonell lutefisk](/tema/jul/lutefisk/Lutefiskens-historie/) servert med godt tilbehør av ertestuing, bacon, sennepsaus og gode poteter. Her får du fremgangsmåten på lutefisk bakt i ovn og kokt i kjele, slik at du kan velge selv. Se film for hjelp til hvordan du lager lutefisk i ovn.","lutefisk, salt, mandelpoteter, bacon, grov sennep",2023,40,Torsdag
3c822f4e-8c7b-49e7-a509-51a6b94cb158,Enchiladas med kylling,"Oppskrift på fristende, gratinert enchilada med saftig kylling, en spicy tomatsaus og masse smeltet ost. Server med gjerne med hjemmelaget guacamole som tilbehør. Denne retten går fort å lage i ovnen og er skikkelig tex-mex kosemat til hverdag og helg. Se video for steg-for-steg.","revet ost, løk, hakkede tomater, tortilla, taco kryddermix, kylling, vårløk, frisk koriander",2023,40,Fredag
12b7034f-0b54-43f9-9860-d2b1f89776f4,Helstekt lammelår med rotgrønnsaker,"Klassisk oppskrift på lammelår, eller lammestek, med ovnsbakte rotgrønnsaker og sjysaus. Lammelår er perfekt når du skal lage mat til mange, og er spesielt populært til påske, og når både lam og rotgrønnsaker er i sesong på høsten. Se også film for steg-for-steg slik at lammelåret blir helt perfekt!","lammelår, frisk rosmarin, hvitløk, vann, salt, pepper",2023,40,Lørdag
9afe8cdb-8ee5-4d64-ba0e-b10e10343332,Bakt blomkål med nøttesmør,"Oppskrift på mør, ovnsbakt blomkål toppet med nøttesmør og olivenolje. Bakt blomkål er enkelt å lage, da den nærmest gjør seg selv i ovnen. Server som et godt vegetarmåltid, eller som tilbehør til kjøtt eller fisk. For ekstra god smak kan du gjerne servere blomkålen på en seng av potetmos, og toppe med yoghurt og vårløk.","melne poteter, smør, fløte, helmelk, vårløk, salt, pepper",2023,40,Søndag
f8e1deb8-29d6-4ac4-8e2e-c499f96ee78e,Bakte rotgrønnsaker med honning og feta,"Enkel oppskrift på en god variant av ovnsbakte rotgrønnsaker, som vi serverer med poteter og fetaost for en mer komplett rett. Tilsett gjerne fisk, kjøtt eller kikerter så har du hele middagen klar. Grønnsakene kan du variere etter hva du har i kjøleskapet, og etter hva du liker best. Alt av høstens rotgrønnsaker og beter passer sammen.","rødbeter, gulrot, liten sellerirot, persillerot, pastinakk, rødløk, kokefaste poteter, olivenolje, honning, fetaost, gresskarkjerner, frisk dill",2023,39,Mandag
8ea6d30c-1236-4f26-932f-f02cc42f3c20,Lakseburger med syltet rødløk,"Oppskrift på salmaburger med chilimajones og syltet rødløk, en nydelig kombo. Fiskeburger i ferske, grove burgerbrød utgjør en rask, god og litt sunnere hverdagsmiddag på under 20 minutter. Du kan gjerne grille burgerne!","salmaburger, salt, pepper, grove hamburgerbrød",2023,39,Tirsdag
817a900e-3388-47c4-acf8-b38b6a881a0a,Gratinert kjøttform,"Oppskrift på enkel kjøttform med kjøttdeig, potetmos, tomatsaus og revet ost på toppen. Her bruker vi MENY sin egen tomatsaus med grønnsaker. Populær og rask familiemiddag på under 20 minutter.","kjøttdeig, rapsolje, MENY tomatsaus med grønnsaker, MENY potetmos, revet ost, feldsalat",2023,39,Onsdag
0403bedd-5518-79cf-a197-cbe7992106a6,Tradisjonell fårikål,"Klassisk og god oppskrift på fårikål. Retten er enkel å lage, men kjøttet skal trekke i ca. 2,5 time. Du kan gjerne lage fårikål dagen i forveien. Fårikål regnes av mange som Norges nasjonalrett og et av høstens gastronomiske høydepunkter. Som alternativ til fårikålkjøtt av lam, kan du bruke sauekjøtt. Se video for steg for steg.","fårikålkjøtt, hodekål, salt, hel pepper, vann, hvetemel til jevning",2023,39,Torsdag
20b80ce9-0b0e-4064-ac92-db17fac957af,Stekt laks med spisskål og grønnkål,"Enkel oppskrift på pannestekt laks, servert med stekt kål, sukkererter, og smaksrik hvit saus med friske urter. Perfekt når du vil ha litt sunnere middag med mye smak, som går raskt å lage. Server gjerne med ovnsbakte poteter.","laksefilet, salt, pepper, smør, sitron",2023,39,Fredag
d63566fa-4c71-45cf-9d93-cd197c93de25,"Hvit pizza med chorizo, rødløk og oliven","Oppskrift på klassisk napolitansk pizza med hvit saus, chorizo, rødløk og oliven. Dette er en pizza med masse smak som går fort å lage i pizzaovnen. Til denne oppskriften trenger du [ferdig hevet grunndeig til pizza](/oppskrifter/pizza/enkel-italiensk-pizzadeig/).","ferdig pizzadeig, durumhvetemel",2023,39,Lørdag
fa101a91-fecc-43e6-a69a-c581dd5bebf7,Vegetarisk høstgryte,"Oppskrift på vegetarisk, varmende høstgryte med norske grønnsaker i sesong, som sopp, løk, gulrøtter og poteter fra [MENYs vegetarentusiast, Hanne-Lene](/tema/vegetar/hanne-lene). En herlig kombinasjon av næringsrike grønnsaker og deilig krydder.","olivenolje, løk, gulrot, stangselleri, aromasopp, hvitløksfedd, timian, oregano, salvie, mel, balsamicoeddik, soyasaus, små poteter, røde linser, hermetiske tomater, vann, grønnsaksbuljongterninger, laurbærblad, salt, pepper, chiliflak",2023,39,Søndag
b9539e25-1acd-460b-88a8-9966578695f6,Pasta med avokadokrem,"Oppskrift på kremet pasta med avokado. Her har vi laget en slags avokadopesto av myk avokado, parmesan, hvitløk, olivenolje og sitron. En litt sunnere, og kjempegod middag uten kjøtt!","avokado, hvitløksfedd, parmesan, ristede pinjekjerner, god olivenolje, sitronsaft, salt, pepper",2023,38,Mandag
f7a4d4f3-0805-470d-b544-8975028b829c,Ovnsbakt laks med kremet saus,"Prøv ovnsbakt laks og en herlig hvit kremet saus, servert med ovnsbakte grønnsaker. En enkel og litt sunnere middag som er klar på under 20 minutter. Dette gjør at oppskriften passer perfekt i en hektisk hverdag.","lakseloin, MENYs potetmos med trøffel, MENYs hvit saus med gressløk, MENYs ovnsbakte grønnsaker, salt, pepper, smør",2023,38,Tirsdag
42793a74-aa97-4ac9-b4ce-39396be912f2,Grønnsakssuppe med pølse,Oppskrift på varmende grønnsakssuppe med pølse. Bruk høstens gode grønnsaker sammen med kjøttpølse i biter og buljong. Denne suppen med rotgrønnsaker er veldig enkel å lage og god på smak. Server gjerne med nystekte rundstykker.,"gulrøtter, kålrot, mellomstore poteter, persillerot, purre, kål, kjøtt- eller grønnsaksbuljong, kjøttpølser, blader grønnkål, salt, kvernet pepper, revet pepperrot",2023,38,Onsdag
aab5bbd2-2a55-4c36-8e27-a88411bd627c,Enkel pizza med tomat,"Oppskrift på rask og enkel kjøttdeigpizza i langpanne. Her kan du  bruke enten kjøttdeig eller karbonadedeig, og vi topper den gjerne med søte små tomater. Med ferdig bunn får du en god middag på under 20 minutter.","kjøttdeig, ferdig pizzabunn, tomatsaus med grønnsaker, ost, små tomater",2023,38,Torsdag
e22a42db-8758-42c5-ac76-106265e87fe7,Reinsdyrtaco i potetlefse med tyttebærrømme,"Oppskrift på nydelig taco med gode norske råvarer av reinsdyr, tyttebær, rømme og potetlefser. En ny vri på den tradisjonelle fredagstacoen! Vanskelighetsgraden kan varieres ved valg av skank, filet eller skav.","seterrømme, tyttebærsyltetøy, fryste tyttebær, sitron",2023,38,Fredag
23743458-6853-4538-9f0f-acd34a8f0791,Saltbakt dorade,"Oppskrift på saltbakt dorade, fylt med urter og sitron. Saltbakt fisk er et ordentlig festmåltid som passer ypperlig til helgen. Mellomstore fisker som dorade egner seg godt til saltbaking, og resultatet blir ekstra smakfullt med tilbehør som middelhavsgrønnsaker og en god saus.","dorade, sitron, friske urter, grovt salt",2023,38,Lørdag
ffbf884d-ffb1-0fa2-6b8c-80473335f545,"Langtidsstekt oksestek med sopp, eple og kål","Oppskrift på saftig og mør oksestek, perfekt til både selskap og søndagsmiddag. Denne retten er ordentlig smakfull høstmat bestående av oksestek, sopp, kål og eple, samt sjysaus. Server gjerne kokte småpoteter eller ovnsbakte poteter til.","surret oksestek, salt, pepper, frisk timian, smør, gulrøtter, løk, vann",2023,38,Søndag
79cd66b6-0941-4bbd-8d57-faaa2d9040e1,Spagettigresskar med tomatsaus,Prøv en ny vri på spaghettien! I denne oppskriften bytter vi ut pastaen med spagettigresskar. Server en spennende vegetarpasta med tomatsaus. Spagettigresskar inneholder mye kostfiber og vitamin A og lite fett.,"spagettigresskar, løk, hvitløksfedd, gulrot, stangselleri, tomatpure, hakkede tomater, grønnsakskraft, rød- eller hvitvin, parmesan, basilikum, salt, pepper, stekeolje",2023,37,Mandag
5f99778e-ed77-4abd-b316-2a18122418b3,Fiskekaker med råkostsalat,"Oppskrift på rask og enkel middag på under 20 minutter! Denne oppskriften er litt sunnere, og en av barnas favoritter med fiskekaker, ovnsbakte poteter, sprø råkost og hvit saus.","fiskekaker, MENY ovnsbakte poteter med timian, MENY hvit saus med gressløk, råkostmix, sitron",2023,37,Tirsdag
5f3079bd-9652-4d46-9c66-b2fde96685e3,"Ovnsbakte rotgrønnsaker med kikerter, chevre og valnøtter","Oppskrift på enkel og veldig god vegetarrett med bakte rotgrønnsaker, kikerter, lun ost og nøtter. Du kan også servere høstens rotgrønnsaker som tilbehør til hvit fisk, lam, kylling eller kjøtt. Server gjerne med en enkel rømmedressing.","gulrot, liten sellerirot, persillerot, pastinakk, kokte kikerter, olivenolje, salt, pepper, honning, babyspinat, chevre, valnøtter",2023,37,Onsdag
a476fddb-1fb9-4de5-a23d-cf6492cd020f,Ovnsbakt kyllingfilet med appelsinsaus,"Oppskrift på enkel og kjempegod middag med saftig kylling, fennikel, småpoteter og MENYs egen saus med appelsin. Middagstips med mye god smak, ferdig på under 20 minutter. Del gjerne kyllingfileten i to for ekstra rask middag.","kyllingfilet, rapsolje, fennikel, MENY saltkokte poteter, MENY kremet appelsinsaus, salt, pepper, frisk estragon",2023,37,Torsdag
12bb00f4-d059-47a4-a9d0-b1693e6ee8e1,Pepperkrabbe,"Oppskrift på pepperkrabbe, en asiatisk rett med krabbeklør og hjemmelaget saus basert på blant annet soyasaus, østerssaus, den søte soyasausen ketjap manis, chili, ingefær og en tydelig smak av pepper. Digg og klissete helgemat!","krabbeklør, koriander",2023,37,Fredag
edd8cce6-96bd-465d-85f1-8dad151984d7,Piggvar med ramsløksmør,"Oppskrift på pannestekt piggvar med smaksrikt ramsløksmør, ovnsbakte poteter, brokkolini og syrlig granateple. Piggvar er en delikat matfisk med fast konsistens, som passer perfekt til festlige anledninger, eller når du skal kose deg litt ekstra i helgen. Topp gjerne fisken med friske urter.","små poteter, olivenolje, salt, pepper, brokkolini, smør, ramsløksmør, granateplefrø",2023,37,Lørdag
f27ffc43-1a26-c1a8-24b4-9b46b408d448,Klassisk lammestek med hvitløk og rosmarin,"Grunnoppskrift på tradisjonell, langtidsstekt lammestek med hvitløk og rosmarin og sjysaus. Vi tar deg gjennom stegene til perfekt og saftig lammestek, samt tips til godt tilbehør. Se video for hvordan tilberede og steke lammestek og lammelår.","benfri lammestek, salt, pepper, frisk rosmarin, hvitløk",2023,37,Søndag
005bfc15-4640-e627-51d4-63c420d1dc6f,"Gulrotsuppe med chili, appelsin og ingefær","Oppskrift på en varmende og enkel gulrotsuppe med hint av appelsin, chili og ingefær. Denne kremete suppen lages enkelt med rene råvarer og stavmikser. Suppa passer godt som forrett også, med mindre mengde. Se video for steg-for-steg.","gulrøtter, løk, hvitløk, frisk ingefær, rød chili, ferskpresset appelsinjuice, grønnsakskraft, olivenolje, salt, pepper",2023,36,Mandag
ec5efdd9-b272-40cb-aade-bb6638b10ff6,Enkel bacalao,"Oppskrift på rask fiskegryte inspirert av bacalao. Denne gode gryten blir like god med torsk, skrei eller biter av klippfisk! Og med ferdig tomatsaus, løk og oliven får du en veldig god middag på under 20 minutter.","klippfisk i biter, MENY ferdig tomatsaus, MENY ovnsbakte poteter med timian, løk, olivenolje, salt, pepper",2023,36,Tirsdag
679d2f28-3385-4a53-b0ab-31c8b5b5af1d,Asiatisk salat med nudler og mango,"Oppskrift på nudelsalat med sprø grønnsaker, søt mango og knasende peanøtter. Du kan velge om du vil servere den vegetar, eller tilsette nygrillet kylling. Vi topper den med en hjemmelaget asiatisk dressing av ingefær, chili og lime.","nudler, hjertesalat, vårløk, gulrøtter, rød paprika, mango, peanøtter, frisk koriander, frisk mynte",2023,36,Onsdag
9791b021-74db-4f9a-8ce0-eede91c9fd3f,Stekt kylling med blomkålris,"Enkel oppskrift på kyllingfilet, stekt blomkålris, spinat og tzatziki. Friske bær eller frukt som appelsin er også godt tilbehør. Rask middag som hele familien vil like. Se i video  hvordan du lager blomkålris.","kyllingfilet, blomkål, babyspinat, tzatziki, bringebær, rapsolje, salt, pepper",2023,36,Torsdag
b2587b22-a29b-45e0-b13f-2659c520d123,Stekt Angus biff med ovnsbakte poteter og cognacsaus,"Oppskrift på nydelig helgemat av våre beste biff, Angus. Vi har brukt medaljonger av Teres major (også kalt petite tender), en muskel fra undersiden av bogbladet. Den minner om indrefilet i utseende og struktur, og er svært mør og meget delikat. Du kan også bruke både indrefilet til denne oppskriften. Servert med ovnsbakte poteter, rotgrønnsaker og kremet cognacsaus med løk.","småpoteter, fennikel, gulrot, sellerirot, rødløk, sitron, olivenolje, bladpersille, salt, pepper",2023,36,Fredag
75bf0212-7d7c-4d63-a68d-e3ac4426b514,Raclette,"Raclette er ikke så mye en oppskrift, som en rett man kan variere etter smak, men her får du fremgangsmåte og noen gode tips. Hovedrollen i raclette er smeltet ost, og et utvalg strimlet kjøtt, spekemat og grønnsaker er godt til. Dette er sosial mat som gjerne kan deles med gode venner.","Raclette ost, Alpeost, Rød Ku, Port Salut",2023,36,Lørdag
6cfe1199-f1fb-47cf-8106-3f2ff5202853,Kveite med mandler og hvitløkssmør,"Enkel oppskrift på ovnsbakt kveite med hvitløkssmør, mandelflak, fennikel og sellerirotmos. Kveite har en mild og søt smak som egner seg godt med litt sterkere smaker. Server som et godt, litt sunnere helgemåltid.","kveitefilet, mandelflak, hvitløkssmør",2023,36,Søndag
6587139d-bea2-46f3-be6f-fe0d46271a2b,Kremet pasta med sopp,"Oppskrift på enkel og smakfull sopp pasta med kremfløte, soyasaus, kraft og sopp etter smak. Bruk gjerne høstens kantareller dersom de er i sesong, eller annen selvplukket sopp. Enkel og god vegetarmiddag.","sopp, sjalottløk, smør, kyllingkraft, kremfløte, soyasaus, salt, pepper",2023,35,Mandag
b667803d-eec8-4e6f-99ee-e90166ff6f9b,Enkel poke med laks,"Pokesalat er en spennende og enkel fiskemiddag. Bruk rå lakseloin, råkost og ris, og topp med asiatisk ponzusaus. Retten kan tilpasses etter ønske med for eksempel mango, avokado og granateplekjerner.","lakseloin, råkost mix, kokt ris, ponzusaus, appelsin",2023,35,Tirsdag
7a614bd9-d3bf-4059-b5df-6e9063c101cc,Enkel tacosalat,"Oppskrift på litt enklere taco, der alt er blandet som en digg salat. Vi har tacokrydret kjøttdeig eller karbonadedeig, salat, mais, salsa og tortilla chips. Avokado i terninger er også godt, eller guacamole. Middag på under 20 minutter.","kjøttdeig, rapsolje, tacomix, meksikansk kit, maiskorn, avokado",2023,35,Onsdag
4e034658-c5f8-2353-b720-3582e71bbf5e,Ovnsbakt laksefilet med brokkoli og tomater,"Oppskrift på enkel, ovnsbakt laks med små perlepoteter, smaksrike tomater og brokkoli i fløtesaus. Denne retten serveres med deilige grønnsaker som tilbehør og kan fint lages i en travel ukedag. Veldig god hverdagsmiddag! Ha gjerne litt sitronsaft over laksen før du serverer den.","perlepoteter, brokkoli, løk, cherrytomater, kremfløte, laksefilet, salt, pepper",2023,35,Torsdag
2ed8765f-30ad-409c-ab83-ba6a88e45c36,Pizza Finocchiona,"Oppskrift på napolitansk pizza finocchiona, en italiensk klassiker med tomatsaus og salami, toppet med grønn pesto og god ost. Til denne oppskriften trenger du [ferdig hevet grunndeig til pizza](/oppskrifter/pizza/enkel-italiensk-pizzadeig/).","ferdig pizzadeig, durumhvetemel",2023,35,Fredag
758dae13-b6b4-48ac-8c87-f5f2b0780379,Havreotto med grillet asparges og spekeskinke,"Oppskrift på havreotto, laget av steel cut havegryn fra Den Sorte Havre, kyllingkraft og eplemost, toppet med asparges, spekeskinke fra Tind og god ost. Havreotto er en variant av den mer kjente retten risotto, og i denne oppskriften bruker vi norske Matskatter fra lokale leverandrer for ekstra god smak.","nøytral olje, smør, gul løk, havregryn, eplemost, kyllingkraft, Holtefjell XO ost, smør, salt, sitron",2023,35,Lørdag
98c7ab23-1c7b-5d3c-81cc-cd6300068e36,Helstekt kylling med urtesmør og ovnsbakte grønnsaker,"Oppskrift på saftig, ovnsbakt kylling med urtesmør, ovnsbakte grønnsaker, poteter og eplesirup. Syrlig sitron, søt sirup, urter og grønnsaker gir kjempegod smak på kyllingen og de gode grønnsakene.","hel kylling, urtesmør, sitron, småløk, gulrøtter, hvitløk, olivenolje",2023,35,Søndag
216f8a4c-4d06-075f-be36-3f9dc0f5ae8e,Falafel i pitabrød,"Falafel er populær hurtigmat i Midtøsten. De små ""kjøttbollene"" inneholder ikke kjøtt, men er laget av kikerter. Dette er sunn vegetarmat full av gode smaker. Serverer hjemmelaget falafel i pita med frisk agurksalat og det blir nydelig, mettende og sunt.","kikerter, spisskummen, rød chili, potetmel, egg, olje",2023,34,Mandag
8910bd5d-ce65-482b-b966-9dbcbee909bf,Laksefilet med ovnsbakte grønnsaker,"Oppskrift med laks, eller ørret, ovnsbakt paprika, løk og squash, servert med gode poteter og grønn pesto. Toppet med frisk appelsin blir dette en veldig god, rask og enkel middag for hele familien på under 20 minutter.","laksefilet, MENY ovnsbakte grønnsaker, MENY ovnsbakte poteter med timian, grønn pesto, appelsin, salt, pepper",2023,34,Tirsdag
db34b7a3-ef6d-33fd-5d81-549b8940e89a,Kyllingsalat med honningdressing,"Enkel og rask oppskrift på kyllingsalat med nygrillet kylling, gulrøtter, cherrytomater og god vinaigrette med honning. Kyllingsalat er lett, god og litt sunnere mat. Legg gjerne ingrediensene hver for seg på fat eller i skåler, og la hver enkelt blande sin egen favorittsalat!","nygrillet kylling, gulrøtter, cherrytomater, rødløk, blandet salat, salt, pepper",2023,34,Onsdag
4c62f921-fdae-41d9-a230-4369ff1e14c5,Pasta med kjøttsaus,"Ukens middag på under 20 minutter! Familievennlig middagsfavoritt med fersk tagliatelle med fullkorn, og ferdig tomatsaus med ekstra grønnsaker. Både kjøttdeig og karbonadedeig kan brukes. Se også video.","kjøttdeig av svin, MENY tomatsaus med grønnsaker, tagliatelle fullkorn, revet parmesanost, basilikum",2023,34,Torsdag
e2fde9b9-4d27-493f-9266-d03879c4298d,Quesadillas med kylling,"Oppskrift på verdens beste og enkle quesadilla med kylling, smeltet ost og tacokrydder. Dette er en av barnas favoritter, og et godt alternativ til klassisk taco på fredag. Du kan også bytte ut kyllingfilet med kyllingkjøttdeig. Passer perfekt å lage på fredager eller en travel hverdag.","kyllingfilet, tacokrydder, olje til steking, vårløk, ost, tortillas",2023,34,Fredag
286f31ba-b8c0-c834-0c74-d65186e0298e,Kremet fiskesuppe med laks og reker,"Oppskrift på enkel, kremet fiskesuppe med laks, asparges og reker. Suppen er glutenfri og laget med ekte fiskekraft, som smaker helt nydelig! Du kan gjerne variere suppen med flere typer fisk i terninger. Server med ferskt brød eller baguette.","løk, fennikel, rapsolje, fiskekraft, fløte, maizena, salt, pepper, laksefilet, reker, finhakket dill, asparges",2023,34,Lørdag
25d679f1-55d0-472e-88d9-58286f5ecef3,Linsegryte med chili og ingefær,"Oppskrift på kjempegod kjøttfri gryte med smaker fra India. Her får du både røde linser, grønnsakskraft, hvitløk, chili, ingefær og annet som gir denne retten masse smak. Server gjerne med naan brød og kokt ris.","rapsolje, løk, hvitløk, fersk ingefær, rød chili, tørkede linser, karri, grønnsakskraft, hermetiske hakkede tomater, kokosmelk, limesaft, salt, pepper",2023,34,Søndag
8335b9b6-014a-ed90-84bc-9e84d86094d9,Pannekaker,"Vår beste oppskrift på pannekakerøre til klassiske pannekaker! Pannekakene kan serveres med syltetøy til frokost, med ost og skinke til middag eller med is og sjokolade til dessert - her er det bare fantasien som setter grenser. Oppskriften gir ca. 8-10 pannekaker. Se video med steg.","hvetemel, salt, egg, melk, smør",2023,33,Mandag
bc324a42-a0e0-483c-9c70-9c50e3ff391b,Fiskeburger med enkel coleslaw,"Fiskekaker egner seg godt som burger, og med en god remulade og revet råkost kan du raskt lage en hjemmelaget versjon av coleslaw. Disse litt sunnere burgerne går raskt å lage. La gjerne barna bli med å lage denne enkle middagen! Oppskriften gir 2 fiskeburgere.","fiskeburger, grove hamburgerbrød, råkostblanding, remulade, rødløk",2023,33,Tirsdag
422c93cb-c80c-446a-8649-7c5aca6d4817,Wok med svinekjøtt og nudler,"Oppskrift på en rask og enkel wok til middag, med strimlet svin, grønnkål, nudler og en skikkelig god hoi sin saus. Tilsett gjerne flere strimlede grønnsaker etter smak. Se også video.","strimlet svinekjøtt, rapsolje, grønnkål mix, nudler, MENY hoisin woksaus, sesamfrø",2023,33,Onsdag
c696bca8-db5b-4c87-a330-3617e85ca893,Vegetarlasagne med linser,"Oppskrift på smaksrik kjøttfri lasagne laget med linser, bønner og fyldig tomatsaus. Du kan også tilsette rester av grønnsaker, som for eksempel søtpotet, i terninger. Disse bør da være kokt møre på forhånd. Enkel oppskrift uten kjøtt for hele familien, som også kan lages vegansk.","lasagneplater, revet ost",2023,33,Torsdag
4f49c02a-9ff8-4653-ab7b-1992fd329ae2,Hawaii pizza med skinke og ananas,"Oppskrift på klassisk hawaiipizza, en av barnas favoritter, med ost, skinke, ananas og paprika. Bunnen kan du kjøpe ferdig eller lage selv. [Prøv denne oppskriften på rask og enkel på pizzadeig](/oppskrifter/pizza/rask-italiensk-pizzadeig).","pizzabunner, god pizzasaus, revet ost, kokt skinke, hermetisk ananas, paprika",2023,33,Fredag
ac5b9557-6f0e-46d0-aa25-a21e6f9b5f8d,Asiatisk suppe med nudler,"Oppskrift på spicy og smakfull asiatisk grønnsakssuppe med nudler og red curry paste. Suppen er vegetar, men om du ønsker kan du tilsette strimlet kylling. Thaisuppe som går raskt å lage, og passer perfekt både til hverdag og helg.","gul løk, aromasopp, hvitløk, olje, red curry paste, kokosmelk, grønnsakskraft, gulrot, squash, paprika, vårløk, nudler, soyasaus, lime",2023,33,Lørdag
4c5249e1-ddfa-4eed-b85c-5906dbba8cce,Hjemmelaget brød i langpanne,"Oppskrift på grovt og næringsrikt brød i langpanne. Hvis det går mye brød til frokost, lunsj og matpakke, kan det lønne seg å bake store porsjoner. Denne oppskriften gir 4 gode grovbrød som du kan steke samtidig. Fire porsjoner tilsvarer fire stk. brød.","vann, tørrgjær, grovere mel, hvetemel, solsikkekjerner, linfrø, salt",2023,33,Søndag
10eecc9e-d3af-48ce-92ee-7452ed997df2,Vegetarpizza med paprika,"Oppskrift på fargerik, kjøttfri pizza toppet med revet ost og gode grønnsaker som brokkolini og paprika i flere farger. Du  kan også bruke brokkoli, og andre grønnsaker du liker som tomat, sopp og rødløk. Kjøp bunnen ferdig, eller [se egen oppskrift for italiensk pizzabunn her](/oppskrifter/pizza/enkel-italiensk-pizzadeig/).","pizzabunn, pizzasaus, revet ost, brokkolini, paprika",2023,32,Mandag
b4cebb07-2732-4d85-b331-c53f87f390d0,Pastasalat med kylling,"Oppskrift på rask, god og enkel middag med strimlet kylling. Med utgangspunkt i en ferdig pastasalat kan du raskt supplere med ekstra grønnsaker og stekt kylling. Topp med en god dressing og server gjerne med ferskt brød.","strimlet kylling, rapsolje, salt, pepper",2023,32,Tirsdag
